Mrs.,,Lanier,Charles D.,,,,,,naf,indirect
Mrs.,,McCoy,Robbie,,,,,,naf,indirect
Mrs.,,Pope,Ira Greer,,,,,,naf,indirect
Mrs.,,Stanley,David,,,,,,naf,indirect
Mrs.,,Taylor,Howell,,,,,,naf,indirect
Mrs.,,Walker,Chester,,,,,,naf,indirect
Mrs.,,Williams,G. Mennen,,,,,http://id.loc.gov/authorities/names/n80070288,naf,indirect
,,Abbitt,W. H,,,,,,naf,indirect
,,Abbott,Bud,,,,,,naf,indirect
,,Abbott,Donald Putnam,,,,,http://id.loc.gov/authorities/names/n81042314,naf,indirect
,,Abbott,James,,,,,,naf,indirect
,,Abdel-Massih,Ernest T,,,,,http://id.loc.gov/authorities/names/n50034811,naf,indirect
,,Aberbach,Joel D,,,,,http://id.loc.gov/authorities/names/n81028152,naf,indirect
,,Abraham,Nabeel,,,,,http://id.loc.gov/authorities/names/n82042224,naf,indirect
,,Abrams,Alan E,,,,,http://id.loc.gov/authorities/names/n79036572,naf,indirect
,,Abu Ayn,Ziyad,,,,,,naf,indirect
,,Acheson,Phyllis,,,,,,naf,indirect
,,Ackley,Gardner,,,,,http://id.loc.gov/authorities/names/n50036889,naf,indirect
,,Acton,Hugh,,,,,,naf,indirect
,,Adams,Adeline B,,,,,,naf,indirect
,,Adams,Bertha H. Wright,,,,,,naf,indirect
,,Adams,Elizabeth S,,,,,,naf,indirect
,,Adams,Evyn,,,,,,naf,indirect
,,Adams,Henry Foster,,,,,http://id.loc.gov/authorities/names/n85058461,naf,indirect
,,Adams,James Patrick,,,,,,naf,indirect
,,Adams,Jayno W,,,,,,naf,indirect
,,Adams,R. C,,,,,,naf,indirect
,,Adams,Wilbur Christopher,,,,,,naf,indirect
,,Adamson,Thomas Charles,,,,,http://id.loc.gov/authorities/names/n81019954,naf,indirect
,,Adamus,Greg,,,,,,naf,indirect
,,Adenauer,Paul,,,,,,naf,indirect
,,Adler,Morris,,,,,http://id.loc.gov/authorities/names/nr89010045,naf,indirect
,,Adler,O,,,,,,naf,indirect
,,Agasid,Napoleon,,,,,,naf,indirect
,,Agassiz,Mabel,,,,,,naf,indirect
,,Ahern,Richard D,,,,,,naf,indirect
,,Aherne,Brian,,,,,http://id.loc.gov/authorities/names/n85138108,naf,indirect
,,Ahmad,Eqbal,,,,,http://id.loc.gov/authorities/names/n85813028,naf,indirect
,,Ahrens,Henry,,,,,,naf,indirect
,,Ailey,Alvin,,,,,http://id.loc.gov/authorities/names/n92006465,naf,indirect
,,Akil,H. Huda,,,,,http://id.loc.gov/authorities/names/n87894814,naf,indirect
,,Alawan,Charles Khalil,,,,,,naf,indirect
,,Alawan,Raad,,,,,,naf,indirect
,,Albright,William,,,,,,naf,indirect
,,Aldrich,Frederick A,,,,,,naf,indirect
,,Aldrich,J. Frank,,,,,,naf,indirect
,,Aldrich,R. J,,,,,,naf,indirect
,,Aldridge,John W,,,,,,naf,indirect
,,Alexander,Michael T,,,,,,naf,indirect
,,Allan,Virginia R,,,,,,naf,indirect
,,Allen,Ada,,,,,,naf,indirect
,,Allen,Ann Isabella Barry,,,,,,naf,indirect
,,Allen,D. C,,,,,,naf,indirect
,,Allen,Elizabeth A,,,,,,naf,indirect
,,Allen,Elizabeth Howell,,,,,,naf,indirect
,,Allen,Francis A,,,,,,naf,indirect
,,Allen,Knatarsha,,,,,,naf,indirect
,,Allen,Marilyn R,,,,,http://id.loc.gov/authorities/names/n89607523,naf,indirect
,,Allen,Mildred,,,,,http://id.loc.gov/authorities/names/no93002049,naf,indirect
,,Allen,Z. E,,,,,,naf,indirect
,,Allinson,Brent Dow,,,,,,naf,indirect
,,Allmendinger,Ina,,,,,,naf,indirect
,,Allmendinger,Martin,,,,,,naf,indirect
,,Allstorm,Oliver,,,,,http://id.loc.gov/authorities/names/no2011175387,naf,indirect
,,Alvarado Mendoza,Arturo,,,,,http://id.loc.gov/authorities/names/n87892248,naf,indirect
,,Alvord,Henry J,,,,,,naf,indirect
,,Amberg,David,,,,,,naf,indirect
,,Ames,Dewey,,,,,http://id.loc.gov/authorities/names/no2012147597,naf,indirect
,,Ammann,Michael S,,,,,,naf,indirect
,,Amory,Cleveland,,,,,http://id.loc.gov/authorities/names/n79112392,naf,indirect
,,Amos,Earl V,,,,,,naf,indirect
,,Amper,Arcadio,,,,,,naf,indirect
,,Andaya,Herman,,,,,,naf,indirect
,,Anderson,Belle Douglass,,,,,,naf,indirect
,,Anderson,Charles F,,,,,,naf,indirect
,,Anderson,Mary Douglass,,,,,,naf,indirect
,,Anderson,N. Charles,,,,,,naf,indirect
,,Anderson,William J,,,,,,naf,indirect
,,Andrewes,C. H.,,,Christopher Howard,,http://id.loc.gov/authorities/names/n50022516,naf,indirect
,,Andrews,Ernest Oliver,,,,,,naf,indirect
,,Andrews,Harold F,,,,,,naf,indirect
,,Angelo,Frank,,,,,,naf,indirect
,,Angus,David L,,,,,http://id.loc.gov/authorities/names/n99005909,naf,indirect
,,Anthony,Edward,,,,,,naf,indirect
,,Applegate,Albert A,,,,,,naf,indirect
,,Applegate,Harriet Marie,,,,,,naf,indirect
,,Aprill,Theophil,,,,,,naf,indirect
,,Araneta,Salvador,,,,,,naf,indirect
,,Archer,Dennis,,,,,,naf,indirect
,,Ardrey,William C,,,,,http://id.loc.gov/authorities/names/no99004731,naf,indirect
,,Arendt,Hannah,,,,,,naf,indirect
,,Arens,Richard,,,,,,naf,indirect
,,Arkins,Edwin L,,,,,,naf,indirect
,,Armour,Norman,,,,,,naf,indirect
,,Armstrong,Harriet Seymour,,,,,,naf,indirect
,,Arndt,Albert F. R,,,,,,naf,indirect
,,Arnheim,Rudolf,,,,,http://id.loc.gov/authorities/names/n79071254,naf,indirect
,,Arnold,Jennie Waterman,,,,,,naf,indirect
,,Arnold,Keith,,,,,,naf,indirect
,,Arnold,Orlan,,,,,,naf,indirect
,,Arnold,Virginia Safford,,,,,,naf,indirect
,,Arnori,M. S,,,,,,naf,indirect
,,Asher,Court,,,,,http://id.loc.gov/authorities/names/n91091331,naf,indirect
,,Ashley,H. W,,,,,,naf,indirect
,,Ashrawi,Hanan,,,,,,naf,indirect
,,Askren,D. L,,,,,,naf,indirect
,,Aswad,Barbara C,,,,,http://id.loc.gov/authorities/names/nr95026222,naf,indirect
,,Atkins,Daniel E.,,,Daniel Ewell,,http://id.loc.gov/authorities/names/nr92016868,naf,indirect
,,Atkinson,William F,,,,,,naf,indirect
,,Attwood,Charles,,,,,,naf,indirect
,,Atwell,Helen M,,,,,,naf,indirect
,,Auperle,Eric M,,,,,,naf,indirect
,,Aupperle,Eric M,,,,,http://id.loc.gov/authorities/names/nr92016715,naf,indirect
,,Austin,Carolyn,,,,,,naf,indirect
,,Austin,Judson L,,,,,,naf,indirect
,,Autrey-Hunley,Carolyn,,,,,,naf,indirect
,,Avery,Noyes L,,,,,,naf,indirect
,,Avery,Waldo A,,,,,,naf,indirect
,,Ayres,Francis O,,,,,http://id.loc.gov/authorities/names/no2010124335,naf,indirect
,,Babbitt,Rube S,,,,,,naf,indirect
,,Babicki,Andrew,,,,,,naf,indirect
,,Bach,Barbara,,,,,,naf,indirect
,,Bach,Waldo,,,,,,naf,indirect
,,Bachner,Arnie,,,,,,naf,indirect
,,Backus,C. K.,,,Charles K.,,http://id.loc.gov/authorities/names/n85809178,naf,indirect
,,Backus,Standish,,,,,,naf,indirect
,,Bacon,Deborah,,,,,,naf,indirect
,,Bacon,Elbridge F,,,,,,naf,indirect
,,Bader,Arno Lehman,,,,,,naf,indirect
,,Baer,Max A,,,,,,naf,indirect
,,Bagwell,Paul D,,,,,,naf,indirect
,,Bailey,Bea,,,,,http://id.loc.gov/authorities/names/no2009070890,naf,indirect
,,Bailey,Richard W,,,,,http://id.loc.gov/authorities/names/n80005182,naf,indirect
,,Bailey,Tom,,,,,,naf,indirect
,,Bain,Read,,,,,,naf,indirect
,,Baird,Andrew C,,,,,,naf,indirect
,,Bakalis,Hrissi,,,,,,naf,indirect
,,Bakalis,Pete,,,,,,naf,indirect
,,Baker,Art,,,,,,naf,indirect
,,Baker,Deane,,,,,,naf,indirect
,,Baker,George Sumner,,,,,,naf,indirect
,,Baker,Howard Bigelow,,,,,,naf,indirect
,,Baker,Mary Ursula,,,,,,naf,indirect
,,Baker,Orrin,,,,,,naf,indirect
,,Baker,Oscar W,,,,,,naf,indirect
,,Baker,Wayne E,,,,,http://id.loc.gov/authorities/names/n93043323,naf,indirect
,,Baker,William F,,,,,,naf,indirect
,,Baldwin,C. W,,,,,,naf,indirect
,,Baldwin,Charles,,,,,,naf,indirect
,,Baldwin,Frank Dwight,,,,,,naf,indirect
,,Baldwin,R. W,,,,,,naf,indirect
,,Baldwin,Richard L,,,,,http://id.loc.gov/authorities/names/n94056519,naf,indirect
,,Baldwin,Ruth Standish,,,,,,naf,indirect
,,Balogh,Tivadar,,,,,,naf,indirect
,,Balogh,Tivadar,,,,,,naf,indirect
,,Balzhiser,Richard E,,,,,http://id.loc.gov/authorities/names/n99010449,naf,indirect
,,Bandemer,Paul A,,,,,,naf,indirect
,,Bank,Ted,,,,,http://id.loc.gov/authorities/names/n87932009,naf,indirect
,,Banks,A. A.,,,Allan A.,,,naf,indirect
,,Bannon,Kenneth F,,,,,,naf,indirect
,,Banér,Skulda V.,,,Skulda Vanadis,,,naf,indirect
,,Barbeau,Peter,,,,,,naf,indirect
,,Barbour,Edwin Scott,,,,,,naf,indirect
,,Bardwell,Jex,,,,,,naf,indirect
,,Bareng,T,,,,,,naf,indirect
,,Barnard,Ruth M,,,,,,naf,indirect
,,Barnes,Douglas,,,,,,naf,indirect
,,Barnes,Joseph,,,,,,naf,indirect
,,Barnes,M. H,,,,,http://id.loc.gov/authorities/names/n82208655,naf,indirect
,,Barnes,Russell,,,,,http://id.loc.gov/authorities/names/n98043169,naf,indirect
,,Barnet,Richard J,,,,,http://id.loc.gov/authorities/names/n79145594,naf,indirect
,,Barnett,Douglas,,,,,,naf,indirect
,,Barney,Jane Lockwood,,,,,,naf,indirect
,,Barney,Roger Warren,,,,,,naf,indirect
,,Barney,Roger,,,,,,naf,indirect
,,Barnhizer,Daniel D,,,,,http://id.loc.gov/authorities/names/no2008009563,naf,indirect
,,Barr,Merle,,,,,,naf,indirect
,,Barrabee,Peter,,,,,,naf,indirect
,,Barrett,Nell,,,,,,naf,indirect
,,Barritt,Loren S. and Marjorie Rabe Barritt,,,,,,naf,indirect
,,Barritt,Loren,,,,,http://id.loc.gov/authorities/names/n85136669,naf,indirect
,,Barron,Sarah,,,,,,naf,indirect
,,Barrows,Alice P,,,,,,naf,indirect
,,Bartels,Levi,,,,,,naf,indirect
,,Bartels,R. C. F.,,,Robert Christian Frank,,http://id.loc.gov/authorities/names/nr92019342,naf,indirect
,,Bartlett,Hamilton H,,,,,,naf,indirect
,,Bartlett,Ilo H,,,,,,naf,indirect
,,Bartlett,Josephine K,,,,,,naf,indirect
,,Bartlett,Robert H,,,,,,naf,indirect
,,Barton,Charles Morris,,,,,,naf,indirect
,,Barwin,Thomas W,,,,,http://id.loc.gov/authorities/names/n94048331,naf,indirect
,,Bashert,Beth,,,,,,naf,indirect
,,Bashert,Lisa Marshall,,,,,,naf,indirect
,,Bass,Louis,,,,,,naf,indirect
,,Bassett,Anita Denniston,,,,,http://id.loc.gov/authorities/names/n87152785,naf,indirect
,,Bates,Harriet,,,,,,naf,indirect
,,Bauer,Elizabeth W,,,,,,naf,indirect
,,Baur,George,,,,,,naf,indirect
,,Bazmore,Grace,,,,,,naf,indirect
,,Bazmore,Ray,,,,,,naf,indirect
,,Beach,William Edward,,,,,,naf,indirect
,,Beall,Hayes,,,,,,naf,indirect
,,Bear,Fred,,,,,http://id.loc.gov/authorities/names/n79076721,naf,indirect
,,Beardsley,Richard K,,,,,,naf,indirect
,,Beasly,William Arthur,,,,,,naf,indirect
,,Beauvais,Francis N,,,,,,naf,indirect
,,Becker,Herman,,,,,,naf,indirect
,,Beckley,Robert M,,,,,http://id.loc.gov/authorities/names/n86858088,naf,indirect
,,Beckman,Charles K,,,,,,naf,indirect
,,Beebe,Lorraine B.,,,Lorraine Boekeloo,,,naf,indirect
,,Beekman,Lynwood,,,,,,naf,indirect
,,Beekman,Marvin E,,,,,,naf,indirect
,,Beeson,Lewis,,,,,,naf,indirect
,,Begg,Victor,,,,,,naf,indirect
,,Behee,John Richard,,,,,,naf,indirect
,,Belding,Anson Wood,,,,,,naf,indirect
,,Bell,Leon,,,,,,naf,indirect
,,Bell,Rob,,,,,,naf,indirect
,,BenDor,Jan,,,,,,naf,indirect
,,Benford,Harry,,,,,http://id.loc.gov/authorities/names/n85073654,naf,indirect
,,Beni,Jack A,,,,,,naf,indirect
,,Bennett,Flora,,,,,,naf,indirect
,,Benninghoff,W. S,,,,,http://id.loc.gov/authorities/names/n88627143,naf,indirect
,,Bennish,Gloria,,,,,,naf,indirect
,,Benson,Ezra Taft,,,,,http://id.loc.gov/authorities/names/n50008042,naf,indirect
,,Beozowski,John J,,,,,,naf,indirect
,,Berger,Carl F,,,,,http://id.loc.gov/authorities/names/n88618828,naf,indirect
,,Bergmann,Frithjof,,,,,http://id.loc.gov/authorities/names/n90657442,naf,indirect
,,Berlin,Lawrence S,,,,,,naf,indirect
,,Berndt,Raymond H,,,,,,naf,indirect
,,Bernstein,I. A,,,,,http://id.loc.gov/authorities/names/n87807224,naf,indirect
,,Bernstein,Leonard,,,,,,naf,indirect
,,Berry,Nabih,,,,,,naf,indirect
,,Berthelot,Helen W,,,,,http://id.loc.gov/authorities/names/n90727790,naf,indirect
,,Bertolaet,Frederick W,,,,,,naf,indirect
,,Bethune,Norman,,,,,http://id.loc.gov/authorities/names/n78095629,naf,indirect
,,Betz,Esther,,,,,,naf,indirect
,,Bevan,Elaine,,,,,,naf,indirect
,,Bevier,Jonathan,,,,,,naf,indirect
,,Bezner,Frederick O,,,,,,naf,indirect
,,Bicknell,John W,,,,,,naf,indirect
,,Biddle,George,,,,,,naf,indirect
,,Biederman,Myrtle,,,,,,naf,indirect
,,Bielskus,Tony,,,,,,naf,indirect
,,Bigby,Paul,,,,,,naf,indirect
,,Billetdeaux,Neal,,,,,,naf,indirect
,,Billings,Alan G,,,,,,naf,indirect
,,Billings,Hiram K,,,,,,naf,indirect
,,Billup,Edward Lee,,,,,,naf,indirect
,,Binder,Charles,,,,,,naf,indirect
,,Bingham,Mary Warden,,,,,,naf,indirect
,,Birch,Harriet A,,,,,,naf,indirect
,,Bird,Chauncey,,,,,,naf,indirect
,,Bird,James Pyper,,,,,,naf,indirect
,,Birkerts,Gunnar,,,,,,naf,indirect
,,Birney,Henry,,,,,,naf,indirect
,,Bisbee,Leland S,,,,,,naf,indirect
,,Bishop,Ronald,,,,,,naf,indirect
,,Black,Thomas E,,,,,,naf,indirect
,,Blackwelder,Justin,,,,,http://id.loc.gov/authorities/names/n92118419,naf,indirect
,,Blackwell,Walter,,,,,,naf,indirect
,,Blair,Effie,,,,,,naf,indirect
,,Blair,Geraldine,,,,,,naf,indirect
,,Blair,Sarah Ford,,,,,,naf,indirect
,,Blake,Aldrich,,,,,,naf,indirect
,,Blanchard,Florence A,,,,,,naf,indirect
,,Blanchard,Frieda Cobb,,,,,,naf,indirect
,,Blanchard,Isaac G,,,,,,naf,indirect
,,Blanchard,Janet,,,,,,naf,indirect
,,Blanco,Victor Manuel,,,,,,naf,indirect
,,Blanton,Richard E,,,,,http://id.loc.gov/authorities/names/n77005667,naf,indirect
,,Blazier,Craig,,,,,,naf,indirect
,,Bledsoe Ford,Deborah Geraldine,,,,,,naf,indirect
,,Bledsoe,Geraldine Neale,,,,,,naf,indirect
,,Bliss,William,,,,,,naf,indirect
,,Blois,John T,,,,,,naf,indirect
,,Blood,W. J,,,,,,naf,indirect
,,Blouin,Francis X,,,,,http://id.loc.gov/authorities/names/n79138823,naf,indirect
,,Bluestone,Barry,,,,,http://id.loc.gov/authorities/names/n80060727,naf,indirect
,,Bluestone,Irving,,,,,http://id.loc.gov/authorities/names/n83122080,naf,indirect
,,Bobbio,Joseph,,,,,,naf,indirect
,,Bodley,J. H,,,,,,naf,indirect
,,Boehm,Ernest R,,,,,,naf,indirect
,,Bohn,Theodore R,,,,,,naf,indirect
,,Bohr,David,,,,,,naf,indirect
,,Bolcom,William,,,,,http://id.loc.gov/authorities/names/n81080002,naf,indirect
,,Boldyreff,W,,,,,,naf,indirect
,,Bole,Giles G,,,,,,naf,indirect
,,Bolger,Ray,,,,,http://id.loc.gov/authorities/names/n82036007,naf,indirect
,,Bolt,Jay A,,,,,http://id.loc.gov/authorities/names/nr92023085,naf,indirect
,,Bond,Floyd Alden,,,,,,naf,indirect
,,Bonnell,Jay H,,,,,,naf,indirect
,,Bonner,Ethel H,,,,,,naf,indirect
,,Boren,John,,,,,,naf,indirect
,,Borman,Abraham,,,,,,naf,indirect
,,Borman,Nancy,,,,,,naf,indirect
,,Borman,Paul,,,,,,naf,indirect
,,Boston,William,,,,,,naf,indirect
,,Boudeman,Dallas,,,,,,naf,indirect
,,Boulding,Elise,,,,,http://id.loc.gov/authorities/names/n79021676,naf,indirect
,,Bourjaily,Vance Nye,,,,,,naf,indirect
,,Bouscaren,Anthony Trawick,,,,,http://id.loc.gov/authorities/names/n50045300,naf,indirect
,,Bowen,John Edmund,,,,,,naf,indirect
,,Bowen,Lydia Graves,,,,,,naf,indirect
,,Bowen,Ralph,,,,,,naf,indirect
,,Bowie,W. Copeland,,,William Copeland,,http://id.loc.gov/authorities/names/n79063659,naf,indirect
,,Bowler,Mary Summers,,,,,,naf,indirect
,,Boyarski,Dick,,,,,,naf,indirect
,,Boyle,William M,,,,,,naf,indirect
,,Brace,C. Loring,,,,,,naf,indirect
,,Brace,C. Loring,,,,,http://id.loc.gov/authorities/names/n78093392,naf,indirect
,,Bradby,Robert L,,,,,http://id.loc.gov/authorities/names/no2010039247,naf,indirect
,,Braddock,Jim,,,,,,naf,indirect
,,Braden,Marguerite Martindale,,,,,,naf,indirect
,,Bradfield,Elizabeth Palmer,,,,,,naf,indirect
,,Bradley,Richard,,,,,,naf,indirect
,,Bradley,Ronald,,,,,,naf,indirect
,,Bradner,C. C,,,,,,naf,indirect
,,Brady,James,,,,,,naf,indirect
,,Branch,E. L,,,,,,naf,indirect
,,Branch,Margaret,,,,,,naf,indirect
,,Brandon,Arthur Leon,,,,,,naf,indirect
,,Brandt,Richard B,,,,,http://id.loc.gov/authorities/names/n50043215,naf,indirect
,,Brasie,Geraldine,,,,,,naf,indirect
,,Brater,Elizabeth S,,,,,,naf,indirect
,,Brauckmann,Karl,,,,,,naf,indirect
,,Braxton,Anthony,,,,,,naf,indirect
,,Brazer,Marjorie Cahn,,,,,http://id.loc.gov/authorities/names/n82041090,naf,indirect
,,Bredernitz,Albert,,,,,,naf,indirect
,,Brennan,Thomas E,,,,,,naf,indirect
,,Brenneman,Hugh W,,,,,,naf,indirect
,,Brentano,Theodore,,,,,,naf,indirect
,,Bretschneider,Kathryn,,,,,,naf,indirect
,,Brewer,Helen,,,,,,naf,indirect
,,Brewster,Ralph O,,,,,,naf,indirect
,,Bridenbaugh,Carl,,,,,http://id.loc.gov/authorities/names/n50040863,naf,indirect
,,Bridge,Samuel J,,,,,,naf,indirect
,,Briggs,Robert D,,,,,,naf,indirect
,,Brigham,Edward Morris,,,,,,naf,indirect
,,Brinkerhoff,James F,,,,,,naf,indirect
,,Britton,Allen Perdue,,,,,http://id.loc.gov/authorities/names/n88003303,naf,indirect
,,Britton,Frank,,,,,,naf,indirect
,,Britton,Frederic H,,,,,,naf,indirect
,,Broaddus,B. F,,,,,,naf,indirect
,,Broek,Christina S,,,,,,naf,indirect
,,Broek,Dirk,,,,,,naf,indirect
,,Bromage,Mary Cogan,,,,,http://id.loc.gov/authorities/names/n79138618,naf,indirect
,,Brookings,W. W,,,,,,naf,indirect
,,Brooks,Datus C,,,,,,naf,indirect
,,Brooks,Earnest C,,,,,,naf,indirect
,,Brooks,John W,,,,,,naf,indirect
,,Brooks,Paul,,,,,,naf,indirect
,,Browder,Olin L,,,,,http://id.loc.gov/authorities/names/n79103605,naf,indirect
,,Brower,W. W.,,,Willis W.,,,naf,indirect
,,Brown,A. Josephine,,,,,,naf,indirect
,,Brown,Barnum,,,,,,naf,indirect
,,Brown,Catherine,,,,,,naf,indirect
,,Brown,Cora Pulcipher,,,,,,naf,indirect
,,Brown,Curtis,,,,,,naf,indirect
,,Brown,Elizabeth Gaspar,,,,,,naf,indirect
,,Brown,Frank R,,,,,,naf,indirect
,,Brown,Glenora W,,,,,,naf,indirect
,,Brown,Harry J,,,,,,naf,indirect
,,Brown,James A,,,,,,naf,indirect
,,Brown,James J,,,,,,naf,indirect
,,Brown,John Seely,,,,,http://id.loc.gov/authorities/names/no90000557,naf,indirect
,,Brown,Julia Clarice,,,,,,naf,indirect
,,Brown,Mabel Delia,,,,,,naf,indirect
,,Brown,Mabel,,,,,,naf,indirect
,,Brown,Muriel Buck Humphrey,,,,,http://id.loc.gov/authorities/names/n83312367,naf,indirect
,,Brown,Reese P,,,,,,naf,indirect
,,Browne,Anita,,,,,http://id.loc.gov/authorities/names/n79054974,naf,indirect
,,Browne,Sarah Mills Gayley,,,,,,naf,indirect
,,Brownmiller,Susan,,,,,http://id.loc.gov/authorities/names/n83151582,naf,indirect
,,Brownson,William T,,,,,,naf,indirect
,,Brubaker,C. B,,,,,,naf,indirect
,,Bruce,David Kirkpatrick Este,,,,,,naf,indirect
,,Bruce,E. D,,,,,,naf,indirect
,,Brucker,Clara H,,,,,,naf,indirect
,,Brucker,Wallace H,,,,,,naf,indirect
,,Bryant,Bunyan I,,,,,http://id.loc.gov/authorities/names/n81084932,naf,indirect
,,Bryant,Everett,,,,,,naf,indirect
,,Brée,Germaine,,,,,,naf,indirect
,,Buchanan,Frank Robert,,,,,,naf,indirect
,,Buchele,Luther,,,,,,naf,indirect
,,Buchwald,Art,,,,,http://id.loc.gov/authorities/names/n79133727,naf,indirect
,,Buck,Bea,,,,,,naf,indirect
,,Buck,Charles W,,,,,,naf,indirect
,,Buck,Myron,,,,,,naf,indirect
,,Buck,Norman,,,,,,naf,indirect
,,Buck,Susan Field,,,,,,naf,indirect
,,Buckbee,Henry Cheever,,,,,,naf,indirect
,,Buckbee,Julian Edward,,,,,,naf,indirect
,,Buckley,L. Paul,,,,,,naf,indirect
,,Buell,J. Joseph,,,,,,naf,indirect
,,Buell,Jennie,,,,,,naf,indirect
,,Buell,Mahlon,,,,,,naf,indirect
,,Bulkley,Jonathan W,,,,,,naf,indirect
,,Bull,Frances E,,,,,,naf,indirect
,,Bullard,Perry,,,,,,naf,indirect
,,Bumgardner,Eleanor M.,,,Eleanor Margaret,,,naf,indirect
,,Bump,Orrin,,,,,,naf,indirect
,,Bundy,Edgar C,,,,,http://id.loc.gov/authorities/names/n84040367,naf,indirect
,,Bundy,McGeorge,,,,,http://id.loc.gov/authorities/names/n50040470,naf,indirect
,,Buning,Harm Leopold,,,,,,naf,indirect
,,Burfiend,George,,,,,,naf,indirect
,,Burgoyne,John,,,,,,naf,indirect
,,Burke,Albert E,,,,,,naf,indirect
,,Burke,Emory,,,,,http://id.loc.gov/authorities/names/no2015017019,naf,indirect
,,Burke,Joseph Daniel,,,,,,naf,indirect
,,Burlingame,Garnet J,,,,,,naf,indirect
,,Burmeister,Marguerite,,,,,,naf,indirect
,,Burnett,Arthur W,,,,,,naf,indirect
,,Burns,Eunice,,,,,,naf,indirect
,,Burns,James MacGregor,,,,,http://id.loc.gov/authorities/names/n50034518,naf,indirect
,,Burroughs,Elizabeth,,,,,,naf,indirect
,,Burrows,Edgar G,,,,,,naf,indirect
,,Burrows,Emmeline,,,,,,naf,indirect
,,Bursley,Gilbert E,,,,,http://id.loc.gov/authorities/names/n94041915,naf,indirect
,,Burt,Alvin,,,,,,naf,indirect
,,Burt,George,,,,,,naf,indirect
,,Burt,John,,,,,,naf,indirect
,,Burt,Solon,,,,,,naf,indirect
,,Burton,Carol W,,,,,http://id.loc.gov/authorities/names/no2008016230,naf,indirect
,,Burton,Nina M,,,,,,naf,indirect
,,Bush,Benjamin F,,,,,,naf,indirect
,,Buss,Oscar F,,,,,,naf,indirect
,,Butler,Eleanor,,,,,,naf,indirect
,,Butler,Hal,,,,,http://id.loc.gov/authorities/names/n50032577,naf,indirect
,,Butler,Irene Linda Lather,,,,,http://id.loc.gov/authorities/names/n88119541,naf,indirect
,,Butler,Leslie A,,,,,,naf,indirect
,,Butler,Orma Fitch,,,,,,naf,indirect
,,Butler,Pierce,,,,,,naf,indirect
,,Butler,William,,,,,,naf,indirect
,,Butterfield,W. V,,,,,,naf,indirect
,,Butts,Thomas A,,,,,http://id.loc.gov/authorities/names/n84051573,naf,indirect
,,Butts,William Henry,,,,,,naf,indirect
,,Butz,Tim,,,,,http://id.loc.gov/authorities/names/nb2012009708,naf,indirect
,,Byrd,David R,,,,,,naf,indirect
,,Byrd,Letitia J,,,,,,naf,indirect
,,Byrd,Letitia,,,,,,naf,indirect
,,Cacioppo,George,,,,,http://id.loc.gov/authorities/names/n83051545,naf,indirect
